geohash,no_poi,maxspeed
w21z3cd,4.0,15.0
w21z3cd,4.0,15.0
w21z3ch,2.0,50.0
w21z3ch,2.0,50.0
w21z3ch,2.0,50.0
w21z3d8,1.0,50.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,50.0
w21z3d8,1.0,50.0
w21z3d8,1.0,50.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,60.0
w21z3d8,1.0,50.0
w21z3dc,2.0,
w21z3df,1.0,
w21z3dg,4.0,
w21z3dr,1.0,
w21z3e4,1.0,40.0
w21z3e4,1.0,40.0
w21z3e4,1.0,40.0
w21z3e4,1.0,40.0
w21z3e4,1.0,40.0
w21z3e4,1.0,40.0
w21z3e9,1.0,40.0
w21z3ef,1.0,
w21z3eg,2.0,
w21z3em,5.0,50.0
w21z3em,5.0,70.0
w21z3em,5.0,50.0
w21z3em,5.0,70.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,70.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3em,5.0,50.0
w21z3es,3.0,
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3et,12.0,50.0
w21z3eu,3.0,
w21z3ex,1.0,50.0
w21z3ex,1.0,50.0
w21z3ex,1.0,50.0
w21z3ex,1.0,50.0
w21z3ex,1.0,50.0
w21z3ex,1.0,50.0
w21z3ex,1.0,50.0
w21z3ez,1.0,50.0
w21z3ez,1.0,50.0
w21z3ez,1.0,50.0
w21z3ez,1.0,50.0
w21z3ez,1.0,50.0
w21z3ez,1.0,50.0
w21z3ez,1.0,50.0
w21z3f1,3.0,
w21z3f3,5.0,50.0
w21z3f3,5.0,50.0
w21z3f3,5.0,50.0
w21z3f3,5.0,50.0
w21z3fc,1.0,50.0
w21z3fc,1.0,50.0
w21z3fc,1.0,50.0
w21z3fc,1.0,50.0
w21z3fc,1.0,50.0
w21z3gm,1.0,50.0
w21z3gm,1.0,40.0
w21z3gm,1.0,50.0
w21z3gm,1.0,40.0
w21z3gm,1.0,40.0
w21z3gm,1.0,50.0
w21z3gm,1.0,50.0
w21z3gm,1.0,50.0
w21z3gm,1.0,50.0
w21z3gm,1.0,40.0
w21z3gt,2.0,40.0
w21z3gt,2.0,50.0
w21z3gt,2.0,50.0
w21z3gt,2.0,40.0
w21z3gt,2.0,50.0
w21z3h7,2.0,
w21z3hh,1.0,
w21z3hj,6.0,
w21z3hm,2.0,
w21z3hn,1.0,70.0
w21z3hn,1.0,70.0
w21z3hn,1.0,70.0
w21z3hs,1.0,
w21z3ht,1.0,70.0
w21z3ht,1.0,70.0
w21z3je,1.0,50.0
w21z3je,1.0,70.0
w21z3je,1.0,70.0
w21z3jg,1.0,70.0
w21z3jg,1.0,50.0
w21z3jg,1.0,70.0
w21z3jg,1.0,50.0
w21z3jg,1.0,70.0
w21z3jn,3.0,50.0
w21z3jn,3.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jp,1.0,50.0
w21z3jq,7.0,50.0
w21z3jr,6.0,50.0
w21z3jr,6.0,50.0
w21z3jr,6.0,50.0
w21z3jr,6.0,50.0
w21z3jr,6.0,50.0
w21z3jr,6.0,50.0
w21z3jr,6.0,50.0
w21z3js,1.0,70.0
w21z3js,1.0,70.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3jw,1.0,50.0
w21z3k3,2.0,
w21z3k5,1.0,
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3k8,1.0,50.0
w21z3kb,1.0,50.0
w21z3kb,1.0,50.0
w21z3kb,1.0,50.0
w21z3kb,1.0,50.0
w21z3ke,1.0,
w21z3kf,3.0,60.0
w21z3kj,3.0,40.0
w21z3kj,3.0,40.0
w21z3kj,3.0,40.0
w21z3kj,3.0,40.0
w21z3kj,3.0,40.0
w21z3kk,3.0,
w21z3kq,8.0,40.0
w21z3kq,8.0,40.0
w21z3kq,8.0,40.0
w21z3kq,8.0,40.0
w21z3kq,8.0,40.0
w21z3kq,8.0,40.0
w21z3kq,8.0,40.0
w21z3kr,1.0,40.0
w21z3kr,1.0,40.0
w21z3kr,1.0,40.0
w21z3kr,1.0,40.0
w21z3kr,1.0,40.0
w21z3kr,1.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3ku,2.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kv,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kw,1.0,40.0
w21z3kx,1.0,
w21z3m0,4.0,
w21z3m2,5.0,
w21z3m4,3.0,
w21z3m5,1.0,50.0
w21z3m5,1.0,50.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,50.0
w21z3m5,1.0,50.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m5,1.0,60.0
w21z3m9,2.0,90.0
w21z3mh,2.0,50.0
w21z3mh,2.0,50.0
w21z3mh,2.0,50.0
w21z3mk,4.0,50.0
w21z3mk,4.0,50.0
w21z3mk,4.0,90.0
w21z3mk,4.0,50.0
w21z3mk,4.0,50.0
w21z3mk,4.0,50.0
w21z3mk,4.0,50.0
w21z3mk,4.0,90.0
w21z3mk,4.0,40.0
w21z3mk,4.0,40.0
w21z3mm,10.0,90.0
w21z3mm,10.0,40.0
w21z3mm,10.0,40.0
w21z3mm,10.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3mq,2.0,40.0
w21z3ms,10.0,40.0
w21z3ms,10.0,40.0
w21z3ms,10.0,40.0
w21z3ms,10.0,40.0
w21z3ms,10.0,40.0
w21z3mt,11.0,
w21z3mu,2.0,40.0
w21z3mu,2.0,70.0
w21z3nd,1.0,40.0
w21z3nd,1.0,70.0
w21z3nd,1.0,70.0
w21z3nd,1.0,70.0
w21z3nd,1.0,40.0
w21z3nd,1.0,70.0
w21z3nd,1.0,70.0
w21z3nf,2.0,50.0
w21z3nf,2.0,50.0
w21z3nf,2.0,50.0
w21z3nf,2.0,50.0
w21z3nf,2.0,50.0
w21z3ng,8.0,50.0
w21z3ng,8.0,50.0
w21z3ng,8.0,50.0
w21z3ng,8.0,50.0
w21z3ng,8.0,50.0
w21z3ng,8.0,50.0
w21z3ng,8.0,50.0
w21z3nh,2.0,70.0
w21z3nh,2.0,70.0
w21z3nh,2.0,50.0
w21z3nh,2.0,70.0
w21z3nh,2.0,50.0
w21z3nh,2.0,70.0
w21z3nh,2.0,70.0
w21z3nh,2.0,70.0
w21z3nh,2.0,70.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,50.0
w21z3nj,5.0,40.0
w21z3nj,5.0,50.0
w21z3nj,5.0,40.0
w21z3nj,5.0,50.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,40.0
w21z3nj,5.0,50.0
w21z3nq,1.0,40.0
w21z3nq,1.0,40.0
w21z3nq,1.0,40.0
w21z3nq,1.0,40.0
w21z3nv,1.0,70.0
w21z3nv,1.0,90.0
w21z3nv,1.0,90.0
w21z3nv,1.0,90.0
w21z3nv,1.0,70.0
w21z3ny,1.0,40.0
w21z3ny,1.0,40.0
w21z3ny,1.0,40.0
w21z3ny,1.0,40.0
w21z3ny,1.0,40.0
w21z3nz,6.0,20.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3nz,6.0,20.0
w21z3nz,6.0,20.0
w21z3nz,6.0,20.0
w21z3nz,6.0,20.0
w21z3nz,6.0,40.0
w21z3nz,6.0,40.0
w21z3p5,1.0,50.0
w21z3p5,1.0,50.0
w21z3p5,1.0,50.0
w21z3p5,1.0,50.0
w21z3p9,1.0,50.0
w21z3p9,1.0,50.0
w21z3p9,1.0,50.0
w21z3p9,1.0,50.0
w21z3pj,1.0,90.0
w21z3pj,1.0,50.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pn,1.0,40.0
w21z3pp,7.0,60.0
w21z3pp,7.0,60.0
w21z3pp,7.0,60.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pq,6.0,40.0
w21z3pr,17.0,60.0
w21z3pr,17.0,60.0
w21z3pr,17.0,60.0
w21z3pr,17.0,60.0
w21z3px,1.0,50.0
w21z3px,1.0,60.0
w21z3px,1.0,40.0
w21z3px,1.0,50.0
w21z3px,1.0,50.0
w21z3px,1.0,60.0
w21z3px,1.0,60.0
w21z3px,1.0,60.0
w21z3px,1.0,60.0
w21z3px,1.0,60.0
w21z3px,1.0,40.0
w21z3px,1.0,40.0
w21z3px,1.0,50.0
w21z3px,1.0,60.0
w21z3px,1.0,50.0
w21z3px,1.0,50.0
w21z3px,1.0,60.0
w21z3px,1.0,50.0
w21z3px,1.0,50.0
w21z3px,1.0,50.0
w21z3q3,3.0,50.0
w21z3q3,3.0,50.0
w21z3q3,3.0,50.0
w21z3q3,3.0,50.0
w21z3q6,4.0,
w21z3qd,1.0,50.0
w21z3qd,1.0,50.0
w21z3qd,1.0,50.0
w21z3qd,1.0,50.0
w21z3qd,1.0,50.0
w21z3qh,4.0,70.0
w21z3qh,4.0,70.0
w21z3qh,4.0,70.0
w21z3qh,4.0,70.0
w21z3qh,4.0,40.0
w21z3qh,4.0,70.0
w21z3qj,1.0,40.0
w21z3qj,1.0,40.0
w21z3qj,1.0,40.0
w21z3qj,1.0,40.0
w21z3qj,1.0,40.0
w21z3qj,1.0,40.0
w21z3qr,1.0,
w21z3qw,2.0,
w21z3qx,2.0,
w21z3r2,3.0,
w21z3r4,1.0,60.0
w21z3r5,2.0,
w21z3r7,3.0,
w21z3rb,1.0,50.0
w21z3rb,1.0,50.0
w21z3rb,1.0,40.0
w21z3rb,1.0,50.0
w21z3rb,1.0,50.0
w21z3rb,1.0,40.0
w21z3rb,1.0,50.0
w21z3rb,1.0,40.0
w21z3rb,1.0,50.0
w21z3rb,1.0,50.0
w21z3rb,1.0,50.0
w21z3rb,1.0,50.0
w21z3rb,1.0,40.0
w21z3rb,1.0,50.0
w21z3rh,1.0,70.0
w21z3rh,1.0,70.0
w21z3rh,1.0,70.0
w21z3rh,1.0,70.0
w21z3rh,1.0,50.0
w21z3rh,1.0,70.0
w21z3rh,1.0,50.0
w21z3rk,1.0,70.0
w21z3rs,1.0,70.0
w21z3rs,1.0,50.0
w21z3rs,1.0,50.0
w21z3rs,1.0,60.0
w21z3rs,1.0,60.0
w21z3rs,1.0,60.0
w21z3rs,1.0,60.0
w21z3rs,1.0,60.0
w21z3rs,1.0,60.0
w21z3rs,1.0,70.0
w21z3rs,1.0,70.0
w21z3rs,1.0,70.0
w21z3rs,1.0,50.0
w21z3rs,1.0,70.0
w21z3rs,1.0,70.0
w21z3rs,1.0,50.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3ru,1.0,50.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3ru,1.0,50.0
w21z3ru,1.0,50.0
w21z3ru,1.0,70.0
w21z3ru,1.0,70.0
w21z3rv,1.0,50.0
w21z3rv,1.0,50.0
w21z3rv,1.0,50.0
w21z3rv,1.0,50.0
w21z3rv,1.0,50.0
w21z3s0,2.0,40.0
w21z3s0,2.0,40.0
w21z3s0,2.0,40.0
w21z3s4,6.0,40.0
w21z3s4,6.0,25.0
w21z3s4,6.0,25.0
w21z3s4,6.0,40.0
w21z3s4,6.0,40.0
w21z3s4,6.0,40.0
w21z3s4,6.0,40.0
w21z3s4,6.0,25.0
w21z3s5,2.0,25.0
w21z3s5,2.0,25.0
w21z3s5,2.0,40.0
w21z3s5,2.0,40.0
w21z3s5,2.0,40.0
w21z3s5,2.0,25.0
w21z3s5,2.0,25.0
w21z3s5,2.0,40.0
w21z3s5,2.0,40.0
w21z3s5,2.0,25.0
w21z3s5,2.0,25.0
w21z3s5,2.0,25.0
w21z3s5,2.0,40.0
w21z3s5,2.0,40.0
w21z3s5,2.0,40.0
w21z3s6,1.0,90.0
w21z3sh,1.0,50.0
w21z3sh,1.0,40.0
w21z3sh,1.0,40.0
w21z3sh,1.0,90.0
w21z3sh,1.0,50.0
w21z3sh,1.0,50.0
w21z3sh,1.0,50.0
w21z3sh,1.0,50.0
w21z3sh,1.0,90.0
w21z3sh,1.0,90.0
w21z3sh,1.0,90.0
w21z3sh,1.0,50.0
w21z3sh,1.0,50.0
w21z3sh,1.0,40.0
w21z3sh,1.0,90.0
w21z3sh,1.0,40.0
w21z3sh,1.0,40.0
w21z3sh,1.0,40.0
w21z3sh,1.0,40.0
w21z3sh,1.0,40.0
w21z3sh,1.0,40.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sp,2.0,50.0
w21z3sr,16.0,50.0
w21z3sr,16.0,50.0
w21z3sr,16.0,50.0
w21z3sr,16.0,50.0
w21z3sr,16.0,50.0
w21z3sx,17.0,40.0
w21z3sx,17.0,40.0
w21z3t2,1.0,
w21z3t7,2.0,40.0
w21z3t7,2.0,40.0
w21z3t7,2.0,40.0
w21z3t7,2.0,40.0
w21z3t7,2.0,50.0
w21z3t7,2.0,50.0
w21z3t7,2.0,50.0
w21z3t7,2.0,50.0
w21z3t7,2.0,40.0
w21z3t7,2.0,50.0
w21z3te,4.0,40.0
w21z3te,4.0,40.0
w21z3th,1.0,40.0
w21z3th,1.0,40.0
w21z3th,1.0,50.0
w21z3th,1.0,40.0
w21z3th,1.0,50.0
w21z3th,1.0,50.0
w21z3th,1.0,40.0
w21z3tk,7.0,50.0
w21z3tp,1.0,40.0
w21z3tp,1.0,70.0
w21z3tp,1.0,70.0
w21z3tp,1.0,70.0
w21z3tp,1.0,70.0
w21z3tp,1.0,70.0
w21z3tp,1.0,70.0
w21z3tp,1.0,40.0
w21z3tx,1.0,40.0
w21z3tx,1.0,40.0
w21z3tx,1.0,40.0
w21z3tx,1.0,40.0
w21z3tx,1.0,40.0
w21z3tx,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,50.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,50.0
w21z3tz,1.0,50.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,50.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3tz,1.0,40.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u8,3.0,40.0
w21z3u8,3.0,40.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u8,3.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,40.0
w21z3u9,1.0,40.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3u9,1.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3ug,5.0,50.0
w21z3uh,1.0,40.0
w21z3uh,1.0,40.0
w21z3uh,1.0,40.0
w21z3uu,1.0,50.0
w21z3uu,1.0,50.0
w21z3ux,3.0,40.0
w21z3ux,3.0,40.0
w21z3ux,3.0,40.0
w21z3ux,3.0,40.0
w21z3ux,3.0,40.0
w21z3ux,3.0,40.0
w21z3ux,3.0,40.0
w21z3uz,4.0,40.0
w21z3uz,4.0,40.0
w21z3uz,4.0,40.0
w21z3uz,4.0,40.0
w21z3uz,4.0,40.0
w21z3v1,1.0,50.0
w21z3v1,1.0,50.0
w21z3v1,1.0,50.0
w21z3v1,1.0,50.0
w21z3v1,1.0,50.0
w21z3v1,1.0,50.0
w21z3v1,1.0,50.0
w21z3v4,1.0,50.0
w21z3v4,1.0,50.0
w21z3v4,1.0,50.0
w21z3v4,1.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v5,6.0,50.0
w21z3v6,6.0,50.0
w21z3v6,6.0,50.0
w21z3v6,6.0,50.0
w21z3v6,6.0,50.0
w21z3v6,6.0,40.0
w21z3v6,6.0,40.0
w21z3v6,6.0,40.0
w21z3v6,6.0,40.0
w21z3v6,6.0,40.0
w21z3v6,6.0,40.0
w21z3v6,6.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,40.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,40.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v7,9.0,50.0
w21z3v8,3.0,40.0
w21z3v8,3.0,70.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,70.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v8,3.0,40.0
w21z3v9,1.0,50.0
w21z3v9,1.0,50.0
w21z3v9,1.0,50.0
w21z3v9,1.0,70.0
w21z3v9,1.0,50.0
w21z3v9,1.0,50.0
w21z3v9,1.0,40.0
w21z3v9,1.0,40.0
w21z3v9,1.0,70.0
w21z3v9,1.0,70.0
w21z3v9,1.0,70.0
w21z3v9,1.0,70.0
w21z3v9,1.0,40.0
w21z3v9,1.0,40.0
w21z3v9,1.0,40.0
w21z3v9,1.0,70.0
w21z3v9,1.0,40.0
w21z3v9,1.0,70.0
w21z3v9,1.0,70.0
w21z3v9,1.0,40.0
w21z3v9,1.0,50.0
w21z3vb,9.0,40.0
w21z3vb,9.0,40.0
w21z3vb,9.0,40.0
w21z3vb,9.0,40.0
w21z3vb,9.0,40.0
w21z3vb,9.0,40.0
w21z3vc,5.0,40.0
w21z3vc,5.0,40.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vd,2.0,40.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vd,2.0,40.0
w21z3vd,2.0,40.0
w21z3vd,2.0,50.0
w21z3vd,2.0,50.0
w21z3vf,6.0,70.0
w21z3vf,6.0,70.0
w21z3vf,6.0,70.0
w21z3vf,6.0,70.0
w21z3vf,6.0,70.0
w21z3vf,6.0,70.0
w21z3vg,2.0,60.0
w21z3vg,2.0,60.0
w21z3vg,2.0,60.0
w21z3vg,2.0,60.0
w21z3vg,2.0,60.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vh,1.0,50.0
w21z3vp,2.0,60.0
w21z3vp,2.0,60.0
w21z3vp,2.0,60.0
w21z3vp,2.0,60.0
w21z3vq,2.0,60.0
w21z3vq,2.0,40.0
w21z3vq,2.0,60.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vr,2.0,40.0
w21z3vu,2.0,50.0
w21z3vu,2.0,60.0
w21z3vu,2.0,50.0
w21z3vu,2.0,50.0
w21z3vu,2.0,60.0
w21z3vu,2.0,50.0
w21z3vu,2.0,50.0
w21z3vu,2.0,60.0
w21z3vu,2.0,60.0
w21z3vu,2.0,50.0
w21z3vu,2.0,50.0
w21z3vu,2.0,50.0
w21z3vu,2.0,50.0
w21z3vu,2.0,50.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vw,1.0,40.0
w21z3vx,1.0,40.0
w21z3vx,1.0,40.0
w21z3vx,1.0,40.0
w21z3vx,1.0,40.0
w21z3vx,1.0,40.0
w21z3vx,1.0,40.0
w21z3vz,1.0,
w21z3w0,3.0,50.0
w21z3w0,3.0,40.0
w21z3w0,3.0,40.0
w21z3w0,3.0,40.0
w21z3w0,3.0,40.0
w21z3w0,3.0,50.0
w21z3w0,3.0,40.0
w21z3w1,2.0,
w21z3w2,11.0,
w21z3w3,1.0,
w21z3w4,2.0,
w21z3w5,1.0,50.0
w21z3w5,1.0,50.0
w21z3w5,1.0,50.0
w21z3w7,3.0,70.0
w21z3w7,3.0,70.0
w21z3w7,3.0,70.0
w21z3w7,3.0,70.0
w21z3w8,1.0,
w21z3w9,1.0,70.0
w21z3w9,1.0,70.0
w21z3w9,1.0,70.0
w21z3wc,8.0,70.0
w21z3wj,1.0,70.0
w21z3wj,1.0,50.0
w21z3wj,1.0,70.0
w21z3wj,1.0,70.0
w21z3wj,1.0,70.0
w21z3wm,1.0,
w21z3wn,1.0,50.0
w21z3wn,1.0,70.0
w21z3wn,1.0,70.0
w21z3wn,1.0,70.0
w21z3wn,1.0,70.0
w21z3wp,1.0,50.0
w21z3wp,1.0,50.0
w21z3wp,1.0,70.0
w21z3wp,1.0,50.0
w21z3wp,1.0,70.0
w21z3wp,1.0,70.0
w21z3wp,1.0,70.0
w21z3wp,1.0,50.0
w21z3ww,1.0,
w21z3wx,1.0,
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3wz,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x4,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x5,1.0,50.0
w21z3x7,1.0,50.0
